applicant_income,coapplicant_income,credit_score,employment_years,loan_amount,loan_term,dependents_num,education,self_employed,married,property_area,approval_probability_true,loan_status
45607.0,0.0,642.0,5.4,369.0,300,3,Graduate,Yes,No,Urban,0.4562,0
49992.0,22882.0,681.0,6.3,700.0,360,2,Graduate,No,Yes,Urban,0.5414,1
77972.0,17935.0,789.0,0.9,700.0,60,0,Graduate,No,Yes,Semiurban,0.7649,1
140888.0,8924.0,553.0,0.6,700.0,240,3,Not Graduate,No,Yes,Urban,0.6362,0
67534.0,41104.0,700.0,0.8,700.0,180,1,Graduate,No,Yes,Urban,0.5049,0
48605.0,0.0,525.0,1.4,700.0,240,2,Not Graduate,No,No,Rural,0.1515,0
76311.0,24419.0,729.0,0.9,700.0,300,0,Graduate,No,Yes,Rural,0.7327,1
29421.0,51254.0,661.0,5.6,699.0,180,0,Graduate,No,Yes,Urban,0.6771,1
58076.0,13244.0,746.0,2.7,700.0,120,0,Graduate,No,Yes,Semiurban,0.6086,0
131592.0,27748.0,630.0,3.9,700.0,360,0,Graduate,No,Yes,Urban,0.7139,0
60855.0,15832.0,668.0,0.2,700.0,300,0,Graduate,No,Yes,Rural,0.5783,1
45088.0,38592.0,749.0,9.9,700.0,240,2,Graduate,Yes,Yes,Semiurban,0.6681,1
42694.0,7908.0,681.0,0.9,370.0,300,0,Graduate,Yes,Yes,Rural,0.574,0
48238.0,41865.0,843.0,2.2,700.0,180,0,Graduate,No,Yes,Urban,0.8779,0
64996.0,40924.0,647.0,0.4,700.0,240,0,Graduate,No,Yes,Semiurban,0.6307,1
78875.0,0.0,640.0,0.7,700.0,240,0,Graduate,No,No,Semiurban,0.6135,0
49545.0,27903.0,810.0,5.5,700.0,360,3,Not Graduate,No,Yes,Urban,0.8829,1
20008.0,0.0,670.0,5.9,468.0,300,0,Graduate,No,No,Urban,0.464,0
51273.0,0.0,640.0,5.6,530.0,360,0,Graduate,Yes,No,Semiurban,0.4723,1
139513.0,42240.0,737.0,4.0,700.0,300,3,Graduate,No,Yes,Semiurban,0.8744,1
39403.0,0.0,685.0,15.2,645.0,300,2,Graduate,Yes,No,Urban,0.5665,1
30703.0,13184.0,670.0,3.5,700.0,240,0,Graduate,No,Yes,Semiurban,0.4866,1
75698.0,0.0,633.0,3.0,489.0,240,2,Graduate,No,No,Urban,0.3894,0
118469.0,0.0,825.0,1.4,700.0,360,1,Graduate,No,No,Urban,0.9278,1
71135.0,0.0,679.0,0.5,593.0,300,2,Graduate,No,No,Semiurban,0.6024,1
117521.0,36778.0,647.0,4.0,700.0,300,0,Graduate,No,Yes,Urban,0.7849,1
79486.0,22413.0,656.0,1.9,700.0,120,3,Not Graduate,No,Yes,Semiurban,0.3579,0
76640.0,29703.0,734.0,3.7,700.0,300,0,Graduate,No,Yes,Urban,0.9247,1
45275.0,32627.0,808.0,1.2,700.0,300,0,Graduate,Yes,Yes,Semiurban,0.9648,1
64207.0,0.0,696.0,9.1,700.0,300,0,Graduate,No,No,Semiurban,0.8273,1
56253.0,56524.0,687.0,35.0,700.0,120,0,Graduate,No,Yes,Rural,0.929,1
55450.0,29650.0,878.0,1.9,700.0,240,3,Graduate,No,Yes,Urban,0.8711,1
54078.0,0.0,688.0,9.2,700.0,240,1,Not Graduate,Yes,No,Semiurban,0.5092,1
62615.0,24610.0,705.0,10.3,700.0,360,0,Graduate,No,Yes,Urban,0.8825,1
33042.0,0.0,760.0,27.7,700.0,480,0,Graduate,No,No,Semiurban,0.8921,1
80091.0,0.0,578.0,2.1,700.0,240,0,Graduate,No,No,Semiurban,0.3194,1
42231.0,29151.0,678.0,7.1,700.0,300,3,Graduate,Yes,Yes,Urban,0.5802,0
51271.0,29529.0,767.0,1.3,700.0,60,1,Graduate,No,Yes,Semiurban,0.4768,1
65436.0,29739.0,819.0,4.9,700.0,60,1,Graduate,No,Yes,Urban,0.7456,0
38582.0,22016.0,671.0,6.1,700.0,120,1,Graduate,No,Yes,Urban,0.6323,1
24936.0,0.0,725.0,6.8,415.0,360,2,Graduate,No,No,Urban,0.7921,1
48490.0,0.0,812.0,1.2,700.0,180,1,Graduate,No,No,Semiurban,0.816,1
31224.0,48415.0,716.0,9.4,685.0,360,0,Graduate,No,Yes,Rural,0.8595,1
76816.0,53475.0,766.0,2.7,700.0,240,2,Graduate,No,Yes,Urban,0.7802,0
35085.0,14915.0,735.0,1.2,700.0,360,1,Graduate,No,Yes,Semiurban,0.8708,1
106273.0,59558.0,637.0,3.9,700.0,360,1,Graduate,No,Yes,Urban,0.5602,1
59479.0,79362.0,602.0,10.0,700.0,360,3,Graduate,Yes,Yes,Urban,0.418,0
50860.0,47794.0,805.0,17.1,700.0,300,2,Graduate,Yes,Yes,Rural,0.8383,1
24788.0,66590.0,453.0,6.9,700.0,360,2,Graduate,No,Yes,Semiurban,0.2029,0
60527.0,41723.0,616.0,0.0,700.0,300,3,Not Graduate,No,Yes,Urban,0.4591,1
55068.0,16888.0,561.0,0.7,700.0,180,0,Graduate,No,Yes,Urban,0.4937,0
33004.0,0.0,794.0,0.4,291.0,240,0,Graduate,No,No,Rural,0.7837,0
59080.0,0.0,823.0,0.5,700.0,480,1,Graduate,No,No,Urban,0.8603,0
48188.0,19369.0,628.0,2.4,700.0,360,0,Graduate,No,Yes,Urban,0.347,0
51997.0,32015.0,900.0,2.1,700.0,180,2,Graduate,No,Yes,Semiurban,0.9381,1
43480.0,29736.0,799.0,0.6,605.0,180,2,Graduate,Yes,Yes,Semiurban,0.9198,1
46723.0,34707.0,722.0,10.7,700.0,180,1,Not Graduate,No,Yes,Semiurban,0.8793,1
63165.0,10040.0,845.0,4.8,700.0,240,3,Graduate,No,Yes,Rural,0.7261,1
54921.0,0.0,649.0,8.0,538.0,480,0,Graduate,No,No,Urban,0.6006,0
67533.0,36386.0,646.0,2.3,700.0,240,1,Graduate,Yes,Yes,Semiurban,0.9129,1
45613.0,40603.0,730.0,2.6,700.0,240,1,Not Graduate,No,Yes,Urban,0.7281,1
36415.0,42090.0,630.0,1.9,700.0,180,0,Graduate,No,Yes,Semiurban,0.7648,1
42289.0,0.0,564.0,2.9,690.0,360,0,Not Graduate,No,No,Rural,0.3537,0
104393.0,0.0,613.0,4.7,700.0,480,2,Graduate,No,No,Semiurban,0.4703,1
64888.0,35448.0,644.0,3.4,700.0,240,1,Not Graduate,Yes,Yes,Semiurban,0.6421,1
94809.0,22815.0,757.0,9.1,700.0,300,2,Graduate,No,Yes,Rural,0.82,1
97610.0,44160.0,673.0,11.5,700.0,480,0,Not Graduate,No,Yes,Urban,0.884,1
46824.0,34031.0,543.0,3.2,700.0,240,0,Graduate,No,Yes,Semiurban,0.6933,1
64488.0,26005.0,728.0,1.4,700.0,240,0,Not Graduate,No,Yes,Rural,0.5145,1
41850.0,17625.0,820.0,14.5,700.0,300,0,Graduate,Yes,Yes,Semiurban,0.9858,1
75132.0,49797.0,644.0,6.6,700.0,60,3,Graduate,No,Yes,Urban,0.477,0
50015.0,36588.0,836.0,5.1,700.0,240,0,Graduate,Yes,Yes,Urban,0.9139,1
59222.0,85531.0,790.0,6.8,700.0,300,3,Graduate,No,Yes,Urban,0.608,0
58709.0,0.0,593.0,0.4,654.0,480,3,Graduate,No,No,Urban,0.4891,0
71222.0,37626.0,631.0,0.4,700.0,300,3,Graduate,No,Yes,Semiurban,0.3002,0
75012.0,0.0,664.0,0.8,700.0,180,0,Graduate,No,No,Urban,0.5464,0
59239.0,31913.0,676.0,0.8,700.0,240,3,Graduate,No,Yes,Urban,0.5041,1
59999.0,22605.0,454.0,2.7,700.0,240,0,Not Graduate,No,Yes,Semiurban,0.2454,1
62622.0,42384.0,622.0,0.9,700.0,180,0,Graduate,No,Yes,Semiurban,0.6325,0
101487.0,0.0,624.0,9.6,700.0,240,0,Not Graduate,Yes,No,Semiurban,0.6711,1
27540.0,46254.0,881.0,4.3,700.0,240,3,Graduate,No,Yes,Semiurban,0.9598,1
37901.0,86936.0,719.0,2.3,700.0,180,0,Graduate,No,Yes,Urban,0.6545,1
75580.0,17342.0,605.0,0.4,700.0,240,0,Not Graduate,No,Yes,Urban,0.391,0
63787.0,45283.0,660.0,4.5,700.0,180,0,Graduate,No,Yes,Urban,0.5525,0
63599.0,0.0,734.0,0.6,700.0,300,0,Graduate,No,No,Semiurban,0.6719,1
75384.0,79906.0,671.0,6.8,700.0,300,0,Graduate,No,Yes,Urban,0.9007,1
62310.0,39655.0,654.0,8.1,700.0,300,2,Graduate,No,Yes,Semiurban,0.5651,0
45031.0,37451.0,648.0,3.9,700.0,120,1,Graduate,No,Yes,Urban,0.3957,0
74169.0,0.0,727.0,0.8,631.0,180,2,Not Graduate,No,No,Rural,0.7899,1
57456.0,44654.0,566.0,7.7,700.0,120,1,Not Graduate,No,Yes,Semiurban,0.397,0
47194.0,0.0,593.0,1.8,700.0,120,3,Graduate,No,No,Semiurban,0.2192,0
71002.0,0.0,582.0,1.3,700.0,180,0,Graduate,Yes,No,Rural,0.3083,0
74864.0,21681.0,594.0,3.2,700.0,180,1,Graduate,No,Yes,Semiurban,0.3715,0
62330.0,69871.0,642.0,12.8,700.0,360,1,Graduate,No,Yes,Semiurban,0.6895,1
117148.0,9161.0,781.0,1.8,700.0,300,0,Graduate,No,Yes,Rural,0.7678,1
99436.0,0.0,816.0,11.8,700.0,180,2,Graduate,No,No,Semiurban,0.9542,1
86750.0,29210.0,718.0,0.3,700.0,180,1,Graduate,No,Yes,Rural,0.735,0
167355.0,24409.0,701.0,0.4,700.0,120,2,Not Graduate,No,Yes,Semiurban,0.6207,0
53556.0,0.0,642.0,6.0,700.0,240,2,Graduate,No,No,Rural,0.3809,1
46854.0,34953.0,497.0,1.1,700.0,180,0,Graduate,No,Yes,Urban,0.3238,1
81744.0,21741.0,710.0,1.9,700.0,60,1,Graduate,No,Yes,Urban,0.242,0
51220.0,18979.0,722.0,0.7,700.0,300,0,Graduate,No,Yes,Semiurban,0.7968,0
57240.0,31414.0,632.0,2.0,700.0,360,1,Graduate,No,Yes,Urban,0.6568,0
37643.0,51086.0,581.0,1.6,700.0,300,1,Not Graduate,No,Yes,Urban,0.2531,0
73482.0,29031.0,586.0,6.7,700.0,120,3,Graduate,No,Yes,Urban,0.4874,0
30705.0,0.0,709.0,6.1,700.0,300,0,Not Graduate,No,No,Semiurban,0.5056,0
42526.0,18354.0,709.0,15.5,700.0,240,0,Graduate,Yes,Yes,Rural,0.8499,0
56588.0,0.0,820.0,6.4,379.0,360,0,Graduate,No,No,Semiurban,0.9123,1
47423.0,32055.0,628.0,5.9,577.0,240,0,Graduate,No,Yes,Rural,0.6164,0
27227.0,18064.0,678.0,5.9,700.0,360,2,Graduate,No,Yes,Semiurban,0.4129,0
27142.0,0.0,705.0,10.7,237.0,60,2,Not Graduate,No,No,Urban,0.4418,1
41631.0,68756.0,632.0,1.8,700.0,360,1,Not Graduate,No,Yes,Urban,0.6197,0
71425.0,0.0,776.0,1.8,700.0,60,2,Graduate,No,No,Semiurban,0.5164,1
64302.0,0.0,825.0,6.8,700.0,240,0,Graduate,No,No,Urban,0.9301,1
56562.0,14651.0,590.0,1.3,700.0,480,0,Graduate,No,Yes,Urban,0.5781,0
39280.0,40354.0,663.0,12.2,700.0,360,0,Not Graduate,No,Yes,Semiurban,0.7474,0
65728.0,34728.0,826.0,3.8,700.0,480,2,Graduate,No,Yes,Semiurban,0.9023,1
26753.0,22486.0,727.0,1.8,700.0,240,1,Graduate,No,Yes,Semiurban,0.2846,0
20815.0,17874.0,720.0,7.5,700.0,300,1,Graduate,No,Yes,Rural,0.448,1
51427.0,74322.0,729.0,1.9,700.0,300,0,Graduate,No,Yes,Semiurban,0.9064,1
45282.0,33207.0,791.0,16.5,700.0,240,0,Graduate,No,Yes,Semiurban,0.9181,1
87163.0,16241.0,774.0,20.4,700.0,300,3,Graduate,No,Yes,Rural,0.8966,1
60861.0,0.0,712.0,5.5,700.0,60,0,Not Graduate,No,No,Urban,0.2576,1
113927.0,0.0,694.0,0.6,700.0,180,2,Graduate,No,No,Semiurban,0.5377,0
45241.0,27789.0,823.0,1.5,700.0,180,0,Graduate,No,Yes,Rural,0.8617,1
69874.0,0.0,663.0,3.6,700.0,240,0,Not Graduate,No,No,Semiurban,0.4389,1
51228.0,6393.0,713.0,9.5,700.0,240,1,Graduate,No,Yes,Rural,0.6046,0
103037.0,9958.0,805.0,1.0,700.0,360,0,Not Graduate,Yes,Yes,Semiurban,0.8774,1
52276.0,57444.0,724.0,0.6,700.0,180,1,Graduate,No,Yes,Semiurban,0.7136,1
66586.0,25062.0,662.0,0.4,700.0,300,1,Graduate,Yes,Yes,Urban,0.7444,0
36588.0,21275.0,723.0,3.5,700.0,180,0,Not Graduate,Yes,Yes,Rural,0.7154,1
47840.0,0.0,737.0,10.8,325.0,300,2,Graduate,No,No,Rural,0.6892,1
54979.0,0.0,622.0,0.2,464.0,300,1,Graduate,No,No,Rural,0.3242,0
96823.0,32032.0,718.0,1.2,700.0,300,0,Graduate,No,Yes,Semiurban,0.7863,1
20724.0,0.0,603.0,5.9,169.0,180,1,Graduate,Yes,No,Urban,0.5909,1
49528.0,33019.0,885.0,8.7,700.0,360,1,Graduate,No,Yes,Urban,0.9551,1
48829.0,22776.0,733.0,8.2,523.0,300,0,Graduate,No,Yes,Rural,0.8404,0
23805.0,0.0,608.0,7.7,381.0,480,2,Not Graduate,No,No,Semiurban,0.5845,1
46869.0,49524.0,656.0,0.7,700.0,300,0,Graduate,No,Yes,Urban,0.5039,1
29820.0,43922.0,770.0,2.5,700.0,360,2,Graduate,No,Yes,Semiurban,0.8659,1
21399.0,37865.0,634.0,20.9,700.0,360,2,Graduate,No,Yes,Semiurban,0.7377,1
51099.0,31289.0,900.0,22.5,700.0,120,0,Graduate,Yes,Yes,Semiurban,0.9727,1
50293.0,19541.0,564.0,4.6,700.0,300,0,Graduate,No,Yes,Semiurban,0.6381,0
51386.0,15244.0,782.0,6.2,700.0,240,0,Not Graduate,No,Yes,Semiurban,0.8181,1
63335.0,13974.0,679.0,15.1,700.0,360,0,Graduate,No,Yes,Rural,0.6407,1
39366.0,33412.0,622.0,3.0,700.0,240,2,Graduate,No,Yes,Urban,0.3287,1
87446.0,35385.0,720.0,0.7,700.0,300,2,Graduate,Yes,Yes,Urban,0.8536,1
56163.0,49112.0,661.0,5.5,700.0,180,0,Graduate,No,Yes,Semiurban,0.728,1
97763.0,0.0,879.0,16.1,700.0,300,1,Graduate,No,No,Rural,0.8899,1
28126.0,47953.0,572.0,6.0,700.0,60,3,Graduate,No,Yes,Urban,0.3037,0
31893.0,25039.0,726.0,8.1,700.0,360,1,Not Graduate,Yes,Yes,Semiurban,0.4674,0
75982.0,41108.0,672.0,2.7,700.0,180,2,Graduate,No,Yes,Semiurban,0.4984,1
51784.0,15509.0,721.0,0.5,700.0,180,2,Graduate,No,Yes,Semiurban,0.6441,1
36289.0,26027.0,743.0,0.9,700.0,60,0,Graduate,No,Yes,Rural,0.2739,0
26312.0,9825.0,572.0,20.3,700.0,240,0,Graduate,No,Yes,Rural,0.3617,0
69953.0,0.0,697.0,3.4,559.0,240,1,Graduate,Yes,No,Semiurban,0.4557,0
74882.0,0.0,796.0,0.1,700.0,180,0,Graduate,No,No,Semiurban,0.8712,1
63082.0,27962.0,770.0,15.5,700.0,180,1,Graduate,No,Yes,Urban,0.9341,1
46245.0,40015.0,664.0,3.4,700.0,360,1,Graduate,No,Yes,Semiurban,0.5816,0
35686.0,31265.0,577.0,9.0,700.0,240,2,Graduate,No,Yes,Semiurban,0.4368,1
55701.0,19659.0,749.0,4.0,700.0,360,0,Graduate,No,Yes,Urban,0.7191,0
32780.0,24278.0,859.0,0.5,700.0,180,0,Not Graduate,No,Yes,Urban,0.8345,1
41537.0,0.0,753.0,4.8,700.0,360,0,Not Graduate,No,No,Rural,0.4237,0
96734.0,39902.0,868.0,29.8,700.0,300,0,Graduate,No,Yes,Semiurban,0.9723,1
26177.0,0.0,769.0,0.2,337.0,360,0,Not Graduate,No,No,Semiurban,0.7386,1
75702.0,12543.0,675.0,9.2,700.0,240,1,Graduate,No,Yes,Urban,0.7414,1
106677.0,30145.0,703.0,1.3,700.0,360,0,Graduate,No,Yes,Semiurban,0.8232,1
80244.0,19535.0,780.0,2.5,700.0,240,0,Graduate,No,Yes,Rural,0.7608,1
67322.0,24402.0,547.0,2.3,700.0,300,0,Graduate,No,Yes,Semiurban,0.558,1
46878.0,0.0,779.0,11.5,700.0,300,0,Graduate,No,No,Semiurban,0.8744,1
43422.0,47687.0,807.0,3.5,700.0,480,0,Not Graduate,No,Yes,Urban,0.7486,0
22154.0,25506.0,694.0,3.0,423.0,120,0,Graduate,No,Yes,Semiurban,0.3291,0
57846.0,0.0,788.0,8.5,700.0,120,2,Graduate,No,No,Rural,0.7226,0
49688.0,0.0,615.0,0.3,583.0,240,0,Graduate,Yes,No,Semiurban,0.4105,0
42482.0,0.0,685.0,0.5,281.0,360,1,Not Graduate,No,No,Rural,0.3852,0
56476.0,0.0,666.0,0.1,700.0,60,3,Graduate,No,No,Rural,0.2592,0
58466.0,19201.0,748.0,5.8,700.0,180,0,Graduate,No,Yes,Rural,0.8668,1
43611.0,0.0,690.0,3.7,287.0,180,2,Graduate,No,No,Rural,0.7497,1
112139.0,0.0,556.0,10.4,700.0,240,0,Graduate,No,No,Urban,0.5518,0
77409.0,0.0,619.0,3.5,700.0,60,0,Not Graduate,No,No,Rural,0.0361,0
82987.0,0.0,867.0,1.3,700.0,360,0,Not Graduate,No,No,Urban,0.9395,1
43335.0,17466.0,739.0,8.2,700.0,60,0,Graduate,Yes,Yes,Urban,0.2964,0
70595.0,0.0,484.0,1.7,700.0,240,0,Not Graduate,No,No,Urban,0.1322,0
39097.0,24358.0,837.0,13.7,700.0,120,0,Graduate,No,Yes,Urban,0.9223,1
75345.0,15124.0,574.0,1.4,700.0,360,1,Not Graduate,No,Yes,Semiurban,0.6915,0
52269.0,23895.0,779.0,0.9,700.0,360,3,Graduate,No,Yes,Semiurban,0.9144,1
37078.0,0.0,822.0,3.4,700.0,360,0,Graduate,No,No,Urban,0.8007,1
56412.0,123821.0,702.0,0.3,700.0,360,0,Graduate,No,Yes,Semiurban,0.8699,1
50379.0,8430.0,598.0,0.2,700.0,480,0,Graduate,No,Yes,Semiurban,0.3487,0
123494.0,13912.0,607.0,3.4,700.0,240,0,Graduate,Yes,Yes,Semiurban,0.3816,0
68382.0,0.0,754.0,1.2,700.0,360,2,Graduate,No,No,Urban,0.8352,1
110579.0,11732.0,584.0,0.0,700.0,180,0,Graduate,No,Yes,Urban,0.5067,1
91596.0,0.0,641.0,1.8,700.0,240,0,Graduate,No,No,Urban,0.3903,0
57865.0,0.0,748.0,3.2,700.0,60,1,Graduate,No,No,Urban,0.3716,0
49689.0,18916.0,611.0,2.5,700.0,180,2,Graduate,Yes,Yes,Semiurban,0.4988,1
27422.0,24472.0,817.0,0.7,700.0,240,0,Not Graduate,No,Yes,Semiurban,0.8703,1
29637.0,0.0,578.0,4.3,666.0,360,1,Graduate,Yes,No,Urban,0.2447,0
75940.0,0.0,368.0,6.2,520.0,240,0,Graduate,Yes,No,Urban,0.0923,0
50167.0,0.0,630.0,5.6,700.0,300,0,Graduate,No,No,Urban,0.3785,0
66692.0,34012.0,715.0,2.5,700.0,360,0,Not Graduate,No,Yes,Rural,0.6558,0
24277.0,0.0,776.0,0.7,386.0,240,0,Graduate,No,No,Urban,0.7805,0
68904.0,31013.0,661.0,3.5,700.0,180,3,Graduate,No,Yes,Rural,0.618,1
90267.0,41888.0,678.0,11.1,700.0,300,0,Not Graduate,No,Yes,Semiurban,0.9008,1
27016.0,0.0,684.0,3.2,700.0,180,0,Not Graduate,No,No,Urban,0.2106,1
51225.0,32976.0,835.0,1.1,700.0,300,0,Graduate,Yes,Yes,Rural,0.7202,1
100136.0,0.0,729.0,0.5,700.0,120,0,Graduate,No,No,Semiurban,0.857,1
115340.0,19166.0,677.0,14.4,700.0,180,1,Graduate,No,Yes,Semiurban,0.8373,1
46098.0,0.0,890.0,6.8,482.0,300,0,Not Graduate,No,No,Semiurban,0.8763,1
79029.0,39632.0,697.0,1.9,700.0,480,0,Graduate,No,Yes,Semiurban,0.8498,1
103830.0,19235.0,499.0,1.8,700.0,180,1,Graduate,No,Yes,Urban,0.4594,1
67412.0,0.0,573.0,11.3,700.0,360,0,Not Graduate,No,No,Urban,0.4844,1
97707.0,31754.0,747.0,1.0,700.0,300,0,Graduate,No,Yes,Rural,0.8791,1
56103.0,24882.0,532.0,3.8,700.0,360,0,Graduate,No,Yes,Rural,0.2462,0
67212.0,0.0,753.0,6.3,700.0,240,0,Graduate,No,No,Urban,0.7182,1
43867.0,11630.0,623.0,2.5,427.0,480,0,Graduate,No,Yes,Rural,0.6191,0
53150.0,0.0,804.0,0.2,700.0,120,0,Graduate,No,No,Semiurban,0.7148,0
68334.0,23597.0,711.0,1.3,700.0,480,2,Graduate,No,Yes,Urban,0.8221,1
42507.0,19635.0,562.0,11.6,700.0,360,1,Graduate,No,Yes,Semiurban,0.5419,1
51849.0,0.0,787.0,3.7,700.0,360,1,Graduate,No,No,Semiurban,0.906,1
78399.0,0.0,828.0,8.4,700.0,360,2,Not Graduate,No,No,Semiurban,0.9221,1
134871.0,25409.0,580.0,4.1,700.0,360,0,Graduate,No,Yes,Rural,0.3599,0
24082.0,88584.0,635.0,14.4,700.0,360,2,Not Graduate,No,Yes,Urban,0.3655,0
130635.0,0.0,766.0,12.0,700.0,360,0,Graduate,No,No,Semiurban,0.9489,1
51065.0,47671.0,752.0,3.3,700.0,240,0,Not Graduate,No,Yes,Rural,0.7658,1
85413.0,23993.0,900.0,1.9,700.0,480,0,Not Graduate,No,Yes,Rural,0.8507,1
92750.0,18696.0,787.0,4.6,700.0,240,0,Graduate,No,Yes,Urban,0.9136,1
117639.0,31088.0,900.0,5.6,700.0,360,3,Graduate,Yes,Yes,Semiurban,0.9762,1
41951.0,54860.0,689.0,3.4,700.0,360,0,Not Graduate,No,Yes,Rural,0.4936,1
51812.0,25617.0,747.0,8.6,700.0,360,0,Graduate,No,Yes,Urban,0.6283,1
55686.0,34397.0,640.0,1.0,700.0,360,0,Graduate,No,Yes,Semiurban,0.7691,0
49015.0,30997.0,647.0,2.0,700.0,60,0,Graduate,No,Yes,Rural,0.4261,1
99099.0,25491.0,707.0,5.8,700.0,360,0,Not Graduate,No,Yes,Urban,0.6576,1
57640.0,0.0,615.0,1.4,601.0,60,0,Graduate,Yes,No,Rural,0.1904,1
28860.0,15535.0,443.0,2.9,384.0,300,0,Not Graduate,No,Yes,Urban,0.175,0
43658.0,0.0,665.0,16.6,278.0,360,2,Graduate,No,No,Urban,0.7584,0
29351.0,0.0,793.0,4.9,386.0,360,0,Not Graduate,No,No,Urban,0.8249,0
40084.0,31655.0,707.0,14.9,601.0,360,0,Graduate,Yes,Yes,Urban,0.7431,1
75544.0,29771.0,714.0,6.4,700.0,300,1,Graduate,No,Yes,Urban,0.6548,0
43266.0,40085.0,634.0,6.4,700.0,180,3,Graduate,No,Yes,Semiurban,0.6359,1
48085.0,0.0,734.0,4.5,580.0,300,0,Graduate,No,No,Urban,0.7619,0
50747.0,0.0,851.0,0.8,700.0,300,0,Graduate,No,No,Rural,0.5188,0
60422.0,40309.0,833.0,3.7,700.0,240,3,Graduate,No,Yes,Semiurban,0.8307,1
70739.0,0.0,730.0,1.5,700.0,240,0,Graduate,No,No,Semiurban,0.7079,1
79941.0,23621.0,684.0,33.1,700.0,360,0,Graduate,No,Yes,Semiurban,0.9468,1
146872.0,34806.0,863.0,1.6,700.0,300,0,Graduate,No,Yes,Semiurban,0.8973,1
59530.0,0.0,770.0,1.3,700.0,360,3,Graduate,Yes,No,Semiurban,0.7044,1
77578.0,23044.0,562.0,4.9,700.0,240,3,Graduate,No,Yes,Urban,0.6447,1
29238.0,29304.0,533.0,3.6,616.0,300,2,Graduate,No,Yes,Rural,0.2325,0
48569.0,29493.0,557.0,0.1,700.0,120,0,Graduate,No,Yes,Semiurban,0.3643,0
50839.0,0.0,647.0,0.7,700.0,480,0,Graduate,No,No,Urban,0.4961,1
38153.0,32315.0,771.0,8.3,700.0,240,0,Graduate,Yes,Yes,Semiurban,0.9047,0
41776.0,0.0,758.0,3.3,329.0,360,2,Graduate,Yes,No,Semiurban,0.8085,1
54440.0,15697.0,726.0,0.8,700.0,300,3,Graduate,No,Yes,Urban,0.627,0
46076.0,20406.0,685.0,3.1,700.0,360,0,Graduate,No,Yes,Rural,0.6104,0
169867.0,0.0,900.0,1.5,700.0,60,1,Not Graduate,No,No,Semiurban,0.9585,1
70626.0,17117.0,698.0,1.3,700.0,480,0,Graduate,No,Yes,Semiurban,0.8091,1
131983.0,0.0,718.0,15.8,700.0,360,0,Graduate,No,No,Semiurban,0.9056,1
115402.0,23723.0,624.0,2.2,700.0,360,1,Graduate,Yes,Yes,Rural,0.6252,0
45070.0,27808.0,878.0,0.2,700.0,240,0,Graduate,Yes,Yes,Urban,0.8531,0
57860.0,25031.0,799.0,17.6,700.0,360,0,Graduate,No,Yes,Semiurban,0.7407,0
47447.0,0.0,611.0,7.9,700.0,300,0,Graduate,No,No,Urban,0.5211,1
53212.0,11284.0,586.0,1.5,700.0,300,2,Graduate,No,Yes,Semiurban,0.4925,1
37794.0,0.0,538.0,2.6,451.0,360,2,Graduate,No,No,Urban,0.2072,0
47314.0,21550.0,705.0,9.9,700.0,300,3,Graduate,No,Yes,Urban,0.6674,0
66237.0,9656.0,554.0,2.2,601.0,120,1,Graduate,No,Yes,Rural,0.3913,1
65507.0,49836.0,578.0,4.2,700.0,240,0,Not Graduate,No,Yes,Semiurban,0.5668,1
63350.0,0.0,802.0,3.8,700.0,300,0,Graduate,No,No,Urban,0.9237,1
59428.0,0.0,745.0,2.6,700.0,360,3,Not Graduate,Yes,No,Semiurban,0.673,0
76299.0,0.0,820.0,5.1,700.0,480,1,Graduate,Yes,No,Semiurban,0.8822,1
51126.0,12727.0,559.0,3.2,700.0,360,1,Graduate,No,Yes,Urban,0.4454,0
102176.0,56160.0,597.0,0.1,700.0,180,1,Graduate,No,Yes,Urban,0.5498,0
26213.0,17806.0,651.0,8.4,412.0,240,2,Graduate,No,Yes,Rural,0.5827,1
75046.0,0.0,837.0,0.6,700.0,240,0,Not Graduate,No,No,Semiurban,0.8592,1
69921.0,9991.0,705.0,3.1,700.0,240,0,Graduate,No,Yes,Semiurban,0.7071,0
42250.0,16728.0,838.0,4.3,700.0,60,1,Not Graduate,Yes,Yes,Rural,0.332,0
49060.0,17847.0,765.0,6.1,700.0,180,2,Graduate,No,Yes,Semiurban,0.8454,1
69232.0,42192.0,675.0,2.6,700.0,180,1,Not Graduate,No,Yes,Urban,0.6675,0
83675.0,51121.0,761.0,6.7,700.0,300,0,Graduate,No,Yes,Urban,0.612,1
27316.0,0.0,529.0,0.7,351.0,240,0,Graduate,No,No,Semiurban,0.2206,0
74151.0,31219.0,509.0,5.3,700.0,240,1,Graduate,No,Yes,Rural,0.1322,0
46995.0,0.0,736.0,8.8,700.0,240,1,Graduate,No,No,Urban,0.6317,1
91365.0,0.0,718.0,11.0,700.0,240,1,Graduate,No,No,Urban,0.7371,1
26305.0,88357.0,885.0,4.3,700.0,360,0,Graduate,No,Yes,Rural,0.9341,1
159058.0,10108.0,553.0,1.9,700.0,180,3,Not Graduate,No,Yes,Urban,0.3335,1
39254.0,15397.0,729.0,0.9,700.0,120,1,Graduate,No,Yes,Semiurban,0.8289,1
97159.0,0.0,738.0,2.1,700.0,300,2,Graduate,Yes,No,Urban,0.7525,1
51267.0,42824.0,708.0,3.9,647.0,180,0,Graduate,Yes,Yes,Semiurban,0.8134,1
